reviewid,orderid,productid,userid,rating,reviewtext,reviewdate
10387,4777,1858,4594,4,"""Not as expected; quality is poor.""",6/12/2024 7:49
23181,10694,1824,5577,3,"""Not as expected; quality is poor.""",25/08/2025 4:14
1209,537,1435,3223,5,"""Not as expected; quality is poor.""",13/03/2025 5:28
14589,6721,1593,1376,1,Customer service was helpful.,21/04/2025 16:03
7826,3573,1327,6966,4,Works perfectly!,3/02/2024 14:32
11021,5070,653,5117,5,Fast shipping and good packaging.,18/03/2025 7:54
21328,9860,1039,5150,5,"""Excellent product; will buy again.""",17/03/2025 6:59
37582,17248,7,172,4,Decent product for the price.,19/02/2025 14:05
32211,14794,1731,8930,5,"""Not as expected; quality is poor.""",22/03/2024 1:35
13752,6333,1359,2344,2,Item arrived damaged.,28/08/2025 4:08
11395,5245,1439,5858,5,Customer service was helpful.,9/07/2025 2:51
30141,13847,181,7474,2,Decent product for the price.,7/04/2025 11:03
6780,3070,323,5706,3,Value for money.,25/08/2024 0:18
32013,14702,16,8481,3,Item arrived damaged.,15/06/2025 19:42
3591,1625,849,805,2,Customer service was helpful.,3/09/2024 18:11
7679,3502,954,2301,4,Color was different from images.,26/11/2024 1:04
28039,12895,758,591,4,"""Not as expected; quality is poor.""",18/05/2025 11:28
18345,8475,124,7268,2,Color was different from images.,6/02/2024 23:05
9203,4222,1363,3694,1,Customer service was helpful.,7/07/2025 5:50
34345,15768,88,7212,5,Customer service was helpful.,2/11/2025 9:01
36559,16784,1812,7330,3,Item arrived damaged.,25/08/2024 2:49
35694,16388,228,8739,5,Color was different from images.,23/05/2024 18:28
9636,4438,896,5320,5,Customer service was helpful.,3/11/2024 5:39
24297,11211,999,4494,5,"""Excellent product; will buy again.""",1/01/2025 23:56
16897,7802,1754,1541,5,Fast shipping and good packaging.,6/09/2024 4:00
8101,3705,489,8295,3,"""Not as expected; quality is poor.""",19/03/2024 0:18
32248,14814,1104,1701,1,Decent product for the price.,15/02/2024 3:01
35587,16341,1331,9763,3,"""Excellent product; will buy again.""",9/11/2025 15:21
31762,14584,215,149,4,Fast shipping and good packaging.,23/07/2024 18:05
12931,5940,1313,3668,3,Value for money.,8/12/2024 13:07
42391,19466,1105,6655,2,Decent product for the price.,14/05/2025 7:13
28189,12967,960,8517,5,Value for money.,23/05/2025 7:52
14985,6902,1987,4309,1,Item arrived damaged.,26/03/2024 1:26
21190,9794,708,5523,3,Fast shipping and good packaging.,12/06/2025 18:13
5410,2463,1683,6583,2,"""Not as expected; quality is poor.""",15/02/2024 13:19
2074,955,353,4025,4,Customer service was helpful.,29/09/2024 4:55
8587,3932,1323,5276,4,Fast shipping and good packaging.,2/10/2025 12:24
27327,12566,1780,6716,4,Works perfectly!,21/08/2025 10:18
5691,2586,1319,127,2,"""Not as expected; quality is poor.""",18/08/2025 11:09
32919,15111,1934,4504,4,Value for money.,11/11/2025 2:34
36132,16595,681,4760,3,"""Excellent product; will buy again.""",24/12/2024 13:36
7305,3322,79,5473,5,Decent product for the price.,18/04/2025 8:14
40017,18352,113,4687,3,Color was different from images.,22/04/2024 7:53
36796,16883,595,3882,3,Item arrived damaged.,30/07/2024 15:22
38132,17487,1140,7619,3,Highly recommend this brand.,17/06/2025 6:26
25121,11598,1506,1439,3,Value for money.,23/08/2025 22:14
14603,6727,1742,7831,3,"""Excellent product; will buy again.""",14/02/2025 4:06
19622,9074,446,492,3,Item arrived damaged.,19/02/2024 19:05
41901,19228,37,9832,4,"""Not as expected; quality is poor.""",31/07/2024 19:39
34305,15747,103,1195,4,Item arrived damaged.,12/05/2025 5:45
42832,19687,1720,9556,3,"""Not as expected; quality is poor.""",4/05/2024 9:48
42787,19663,356,9115,3,Value for money.,31/01/2024 1:52
7539,3433,1120,9578,5,Fast shipping and good packaging.,28/07/2024 1:50
1307,587,543,2197,1,Color was different from images.,28/06/2025 1:05
5152,2345,661,3693,5,Fast shipping and good packaging.,17/04/2025 9:23
43062,19799,578,923,3,Color was different from images.,3/10/2024 20:46
42266,19406,45,2128,3,"""Excellent product; will buy again.""",22/04/2025 18:29
36423,16729,1287,6045,4,Item arrived damaged.,18/06/2025 15:17
16867,7789,1415,8940,3,Fast shipping and good packaging.,10/01/2025 2:45
16811,7765,936,8584,3,Highly recommend this brand.,5/08/2024 13:13
29277,13461,185,9781,3,Color was different from images.,15/03/2024 18:51
2143,989,339,856,2,Value for money.,1/02/2024 2:50
14110,6496,717,2767,4,Value for money.,3/07/2024 17:03
42748,19642,923,5637,5,Fast shipping and good packaging.,22/10/2024 9:14
31533,14480,446,6089,5,Color was different from images.,15/05/2024 10:52
23695,10930,1701,9167,5,"""Not as expected; quality is poor.""",15/06/2024 12:24
17163,7927,488,1512,2,Item arrived damaged.,26/02/2025 17:04
24426,11267,79,659,3,"""Excellent product; will buy again.""",30/10/2024 22:42
2345,1078,980,7301,2,Customer service was helpful.,14/12/2024 17:38
20068,9275,88,6124,4,Fast shipping and good packaging.,5/03/2025 23:38
40610,18620,1543,5581,4,Fast shipping and good packaging.,20/08/2024 9:47
37274,17109,914,4,3,Highly recommend this brand.,23/04/2025 2:41
16314,7531,607,6306,2,Works perfectly!,18/05/2024 13:12
35822,16454,829,6626,3,Highly recommend this brand.,22/11/2024 16:25
12312,5657,1789,8438,2,Fast shipping and good packaging.,22/08/2025 8:09
8118,3713,683,4045,1,"""Not as expected; quality is poor.""",5/11/2025 12:02
2323,1070,1192,7603,3,Item arrived damaged.,23/01/2025 7:59
32037,14713,1655,4619,4,"""Not as expected; quality is poor.""",2/11/2025 10:11
39008,17874,1374,5671,3,Fast shipping and good packaging.,5/03/2024 5:59
15422,7110,790,985,4,Highly recommend this brand.,5/09/2024 10:43
35952,16512,1096,4732,3,Decent product for the price.,6/03/2024 18:27
16847,7779,1592,8549,5,Customer service was helpful.,18/02/2025 10:04
7219,3280,581,6991,2,Works perfectly!,21/01/2024 21:05
16463,7603,638,3530,4,Works perfectly!,2/04/2025 12:19
41102,18848,223,3359,2,Decent product for the price.,14/11/2025 3:50
11888,5465,1,1565,4,Works perfectly!,19/02/2025 1:33
5159,2347,173,9896,4,"""Excellent product; will buy again.""",12/02/2025 1:51
24798,11441,1930,4363,3,Fast shipping and good packaging.,17/08/2025 15:02
22365,10329,765,6396,5,Color was different from images.,21/04/2024 16:20
11822,5439,573,8813,4,Color was different from images.,3/07/2025 7:40
32684,15004,1385,6998,4,Value for money.,19/01/2024 17:29
32875,15092,362,3216,5,Fast shipping and good packaging.,10/03/2025 2:29
37986,17423,1589,1285,4,Fast shipping and good packaging.,5/09/2024 2:06
4357,1993,319,8163,3,Value for money.,4/04/2024 20:02
32270,14823,835,6766,4,Decent product for the price.,21/01/2025 7:30
12834,5896,1807,8848,4,Decent product for the price.,13/10/2024 3:34
8368,3829,1062,9150,5,Value for money.,17/03/2024 22:37
17772,8210,1484,9062,4,Decent product for the price.,1/06/2024 10:33
14666,6760,668,7327,3,"""Not as expected; quality is poor.""",31/08/2025 16:30
17233,7958,1502,1512,5,Decent product for the price.,20/07/2024 20:03
1877,862,908,6282,4,Works perfectly!,14/02/2024 1:41
17516,8091,889,9250,2,Customer service was helpful.,21/03/2025 15:40
3088,1403,74,3747,5,Item arrived damaged.,2/04/2025 23:55
2533,1166,573,6740,5,Customer service was helpful.,25/08/2024 6:32
33221,15257,317,6341,3,Customer service was helpful.,27/05/2024 8:47
19500,9018,749,4988,3,Works perfectly!,12/07/2024 7:36
31784,14595,851,1152,3,Color was different from images.,17/08/2025 23:54
36740,16858,237,2649,3,Fast shipping and good packaging.,24/04/2025 16:48
3526,1597,740,5606,1,Value for money.,31/07/2024 10:17
27073,12450,1874,3749,4,"""Not as expected; quality is poor.""",9/03/2025 13:37
2823,1295,528,840,5,Decent product for the price.,11/10/2025 14:22
16199,7489,1911,9947,3,Customer service was helpful.,26/08/2025 0:54
15237,7021,1495,1823,4,Highly recommend this brand.,4/05/2025 20:50
13377,6154,1761,7097,2,"""Not as expected; quality is poor.""",28/01/2025 17:56
27590,12687,328,8255,5,Color was different from images.,10/01/2025 18:06
43234,19880,397,4551,4,Works perfectly!,2/03/2025 19:50
28881,13285,1846,1714,3,Highly recommend this brand.,13/09/2024 23:51
2022,932,1474,7945,5,Customer service was helpful.,30/05/2025 15:29
20981,9697,1913,7701,4,Highly recommend this brand.,2/09/2025 3:47
37423,17179,767,3018,1,Works perfectly!,26/07/2025 14:59
24092,11117,1499,8823,3,Decent product for the price.,27/10/2024 14:59
12556,5769,128,6696,5,Works perfectly!,14/07/2024 18:51
43292,19902,787,5187,4,Item arrived damaged.,13/05/2025 18:55
10786,4965,1955,8345,3,Color was different from images.,20/01/2024 6:02
13899,6394,803,2052,4,Color was different from images.,15/06/2024 13:55
154,64,1069,6235,3,Highly recommend this brand.,15/12/2024 7:03
21364,9874,1879,6741,4,Customer service was helpful.,30/01/2025 10:05
3986,1812,1767,400,5,Decent product for the price.,17/10/2025 12:00
8845,4046,123,8399,5,Item arrived damaged.,2/01/2025 5:30
40612,18621,1989,8229,3,Fast shipping and good packaging.,15/05/2024 3:34
37737,17314,867,2184,3,Fast shipping and good packaging.,1/10/2024 11:35
33817,15531,589,9050,2,Fast shipping and good packaging.,19/06/2025 6:30
30853,14171,1761,1483,2,"""Not as expected; quality is poor.""",19/05/2025 12:03
26679,12280,1596,8788,4,Customer service was helpful.,18/09/2024 15:03
42156,19350,1853,1549,5,"""Excellent product; will buy again.""",15/04/2025 3:50
43368,19934,622,458,5,Highly recommend this brand.,8/09/2025 10:11
6274,2838,1330,9056,2,Color was different from images.,28/02/2025 18:17
38210,17521,957,126,2,Highly recommend this brand.,8/10/2024 17:08
37193,17072,1984,6785,4,Fast shipping and good packaging.,19/02/2025 23:28
35699,16389,52,3439,3,Customer service was helpful.,21/04/2024 6:03
18113,8374,1350,7166,3,"""Excellent product; will buy again.""",25/07/2024 16:13
8934,4089,182,3809,3,Highly recommend this brand.,1/05/2025 8:58
5218,2373,1244,9241,3,Item arrived damaged.,27/04/2024 11:26
732,323,144,6255,4,Customer service was helpful.,20/05/2024 23:46
4648,2116,1816,499,5,"""Excellent product; will buy again.""",23/02/2025 0:45
23493,10840,400,6844,2,Fast shipping and good packaging.,20/02/2025 1:54
41653,19110,324,248,5,Decent product for the price.,25/05/2024 16:36
13397,6165,1089,5160,4,Customer service was helpful.,8/11/2025 21:59
18006,8327,988,8723,4,Customer service was helpful.,9/09/2024 10:20
25155,11611,454,1703,3,Works perfectly!,7/06/2024 7:48
18048,8347,1489,8827,3,Decent product for the price.,27/04/2025 14:19
33360,15317,384,2091,2,Customer service was helpful.,11/09/2024 17:14
36340,16692,528,2369,3,"""Excellent product; will buy again.""",7/02/2024 7:16
3161,1433,873,3836,3,"""Excellent product; will buy again.""",6/06/2025 1:03
36836,16907,418,704,5,"""Not as expected; quality is poor.""",17/01/2025 3:17
23707,10937,1852,8044,1,Fast shipping and good packaging.,28/01/2024 22:47
38182,17509,850,3786,4,Item arrived damaged.,21/01/2024 19:45
10174,4674,1114,9221,4,Value for money.,23/09/2025 8:51
40164,18414,594,6835,5,Item arrived damaged.,10/08/2024 14:35
30932,14207,1201,5774,4,"""Excellent product; will buy again.""",15/08/2025 14:48
14219,6546,477,9716,2,Highly recommend this brand.,27/07/2024 10:21
10552,4855,135,886,5,"""Excellent product; will buy again.""",15/02/2025 20:37
7418,3378,1534,3156,5,"""Not as expected; quality is poor.""",10/11/2024 4:28
5262,2393,750,332,4,Customer service was helpful.,7/05/2025 4:55
33412,15343,1185,4318,4,Customer service was helpful.,16/07/2024 17:26
33959,15591,654,8480,5,Color was different from images.,21/12/2024 6:55
43112,19823,475,1611,3,Works perfectly!,31/07/2025 6:00
22241,10275,152,6488,3,"""Excellent product; will buy again.""",7/06/2024 6:50
37747,17318,1328,1438,4,Works perfectly!,20/06/2024 17:37
11968,5507,84,3125,2,Item arrived damaged.,19/04/2025 21:03
42072,19312,1821,9258,4,Item arrived damaged.,26/07/2024 14:10
6636,3005,1212,5504,5,Customer service was helpful.,24/06/2024 1:18
12684,5824,1169,217,5,"""Not as expected; quality is poor.""",8/12/2024 14:26
12887,5920,835,5329,4,Works perfectly!,20/06/2025 20:52
7029,3185,116,6101,3,Fast shipping and good packaging.,21/12/2024 23:27
648,289,1057,9034,3,Value for money.,29/06/2025 3:54
7338,3337,835,948,4,Customer service was helpful.,1/11/2024 4:50
14469,6668,740,3637,3,"""Not as expected; quality is poor.""",3/11/2024 17:28
17387,8029,675,1342,2,"""Excellent product; will buy again.""",14/02/2024 2:36
22950,10590,563,1563,4,Highly recommend this brand.,11/09/2024 7:20
36565,16786,643,9533,3,"""Not as expected; quality is poor.""",16/06/2024 20:31
29224,13444,1925,9804,4,"""Not as expected; quality is poor.""",30/08/2024 10:44
25164,11615,452,4238,3,Value for money.,10/04/2024 1:25
38494,17643,587,6152,4,Fast shipping and good packaging.,17/11/2024 0:27
8622,3947,135,5901,5,Value for money.,17/08/2024 8:57
7121,3228,462,2545,5,Color was different from images.,1/09/2025 16:40
22224,10268,1168,9501,2,Color was different from images.,11/01/2025 3:47
38474,17633,1741,4375,4,Fast shipping and good packaging.,4/01/2024 4:23
29991,13784,1913,2774,4,Works perfectly!,18/04/2025 10:51
27157,12487,1409,553,4,Value for money.,13/02/2024 19:09
16330,7539,824,1061,3,Highly recommend this brand.,6/05/2025 20:54
26626,12259,1247,8096,3,Decent product for the price.,30/11/2024 7:07
535,240,1135,5718,5,Fast shipping and good packaging.,2/05/2024 14:30
42478,19509,1583,2959,4,Fast shipping and good packaging.,18/07/2024 6:42
13792,6353,1616,8471,5,Customer service was helpful.,20/12/2024 6:33
33567,15423,925,5896,4,Works perfectly!,21/04/2025 11:37
33558,15415,417,8167,4,Item arrived damaged.,30/04/2025 9:45
11928,5488,1683,7264,5,Highly recommend this brand.,16/07/2024 21:23
18027,8336,1363,3353,5,Works perfectly!,23/05/2024 13:06
18987,8764,1096,2260,5,Decent product for the price.,23/10/2025 0:14
5929,2689,1968,4501,5,"""Not as expected; quality is poor.""",2/10/2024 10:43
11960,5503,442,8887,3,Works perfectly!,9/10/2025 12:25
31888,14642,1731,9906,1,Fast shipping and good packaging.,7/11/2024 8:44
38593,17688,852,974,4,Works perfectly!,31/01/2025 7:07
13865,6380,1339,9469,4,"""Excellent product; will buy again.""",29/04/2025 23:39
32065,14723,1318,1225,3,"""Not as expected; quality is poor.""",19/07/2025 22:53
38286,17549,514,2519,5,Item arrived damaged.,14/08/2024 1:45
17107,7903,1116,3109,2,Decent product for the price.,16/08/2025 6:54
8202,3751,420,4849,4,Item arrived damaged.,28/01/2024 13:50
33973,15596,1825,3383,3,"""Excellent product; will buy again.""",19/07/2025 7:33
25404,11724,1071,231,2,Item arrived damaged.,28/03/2025 6:25
27339,12570,1873,7653,4,Color was different from images.,15/07/2025 14:02
35002,16077,1802,6321,3,Works perfectly!,7/08/2024 11:18
6487,2930,1448,6099,2,"""Excellent product; will buy again.""",23/05/2025 4:29
9131,4186,1272,464,4,Color was different from images.,23/08/2025 14:56
39930,18315,684,4470,5,Value for money.,1/06/2024 6:02
28658,13184,1551,5431,5,Highly recommend this brand.,18/02/2025 23:10
17549,8104,550,3975,5,Fast shipping and good packaging.,7/02/2025 10:07
25478,11759,1760,233,3,Item arrived damaged.,29/08/2025 6:57
14866,6845,1509,9427,2,"""Excellent product; will buy again.""",10/09/2025 14:39
33125,15218,251,2912,4,Works perfectly!,17/10/2024 16:53
7854,3587,620,7437,4,Fast shipping and good packaging.,7/08/2025 17:43
11222,5167,1363,8480,4,Highly recommend this brand.,5/01/2024 15:26
42297,19418,1988,2344,2,"""Not as expected; quality is poor.""",3/05/2024 23:33
2096,966,1625,6561,2,"""Excellent product; will buy again.""",10/12/2024 20:49
33333,15306,716,2247,3,Color was different from images.,17/01/2024 19:05
13547,6234,1718,9916,5,Fast shipping and good packaging.,9/03/2024 0:05
21766,10050,301,3525,3,Highly recommend this brand.,17/07/2025 18:04
31449,14442,1988,8914,3,Fast shipping and good packaging.,18/07/2025 3:48
25712,11857,1538,1139,3,Value for money.,16/07/2025 7:35
31617,14518,488,1230,5,Decent product for the price.,27/03/2024 1:02
1567,708,639,8339,4,Customer service was helpful.,9/12/2024 8:00
17225,7955,1553,8510,2,Value for money.,22/09/2025 6:58
19918,9211,1641,9109,4,"""Excellent product; will buy again.""",12/03/2024 18:08
7630,3475,1658,2660,4,Fast shipping and good packaging.,7/06/2024 3:05
33657,15458,1017,7548,5,Customer service was helpful.,29/08/2024 16:02
25183,11623,1192,1201,3,Value for money.,8/03/2025 16:31
17460,8066,1379,1283,4,"""Not as expected; quality is poor.""",8/07/2024 7:01
20476,9464,1672,1998,4,"""Excellent product; will buy again.""",1/09/2025 17:49
11252,5179,149,4661,3,Works perfectly!,21/12/2024 16:48
14567,6711,1638,2442,2,Customer service was helpful.,28/07/2025 4:31
40477,18554,1390,702,3,Works perfectly!,12/11/2025 7:13
41507,19042,171,7302,3,Highly recommend this brand.,13/09/2025 5:06
24710,11397,874,6548,3,Highly recommend this brand.,19/12/2024 0:24
9852,4521,1399,4105,4,Highly recommend this brand.,8/07/2025 3:44
41100,18847,678,4121,4,Works perfectly!,5/05/2025 1:27
30034,13805,556,411,3,Decent product for the price.,2/08/2024 10:56
33680,15470,505,2687,5,"""Excellent product; will buy again.""",19/05/2025 0:04
9319,4277,1703,3177,2,Value for money.,31/03/2025 16:33
18969,8756,497,4833,5,Works perfectly!,29/06/2024 8:53
36471,16749,1967,6110,4,Highly recommend this brand.,25/05/2024 15:52
