orderid,userid,orderdate,orderstatus,orderamount
923,6348,12/07/2025,returned,85.2
56,3377,13/01/2024,cancelled,229.11
12301,8615,19/12/2024,shipped,636.34
151,6960,27/01/2025,processing,324.71
13432,5278,24/07/2024,cancelled,31.39
12002,6183,1/11/2025,completed,1947.49
4028,2471,21/03/2024,shipped,175.46
12422,7369,24/04/2025,returned,826.85
6503,3395,3/11/2024,processing,314.51
9352,3326,21/12/2024,cancelled,652.65
4942,6524,18/01/2024,returned,361.99
16893,4613,30/08/2025,processing,75
12787,368,8/09/2024,returned,373.48
11832,1988,9/05/2024,cancelled,947.24
6579,5855,31/01/2024,processing,157.28
1788,2960,24/09/2025,completed,1042.53
12505,3408,20/08/2024,shipped,24.52
865,9014,23/06/2024,completed,1452.85
16659,6022,14/10/2025,processing,804.46
17524,3555,2/02/2024,returned,318.95
8097,295,3/03/2024,completed,212.95
13506,2708,17/09/2024,completed,1703.42
5044,8670,29/03/2024,cancelled,327.68
17153,507,21/08/2025,processing,101.97
14338,7017,7/09/2025,returned,92.24
5169,6968,12/07/2024,cancelled,440.74
16850,317,6/01/2025,processing,239.79
4084,3798,9/05/2024,processing,41.57
799,1658,13/08/2024,returned,421.81
10445,8086,4/10/2025,shipped,597.03
19255,5576,23/03/2024,shipped,42.6
15695,3889,16/04/2025,returned,383.05
9945,2666,15/12/2024,shipped,49.87
12600,5932,30/10/2024,completed,16.62
9181,65,12/08/2024,shipped,37.9
17607,4779,5/01/2024,completed,501.41
1721,9371,11/12/2024,cancelled,237.77
4002,2461,28/04/2024,cancelled,64.82
246,4293,18/05/2024,shipped,89.14
2546,2710,6/11/2024,cancelled,202.62
7098,3690,14/10/2024,cancelled,132.13
13906,9618,30/07/2024,processing,613.69
3773,9182,14/09/2024,shipped,823.91
4308,1565,24/02/2025,shipped,131.45
14447,4506,23/08/2024,returned,266.6
9593,9839,24/04/2025,cancelled,658.32
10884,6272,30/01/2025,processing,264.04
5963,9076,30/07/2024,shipped,7013.55
5397,9114,29/06/2024,processing,71.9
10856,6922,25/08/2025,completed,57.52
4562,2985,17/08/2024,processing,318.23
19066,9818,28/04/2024,processing,1557.33
11117,8823,6/11/2025,shipped,1197.26
2143,6528,28/02/2025,returned,1063.68
17304,2020,13/08/2024,cancelled,279.89
3376,8621,1/01/2024,shipped,103.58
10353,3842,5/09/2025,returned,865.93
10385,5897,3/08/2025,completed,3968.58
4919,834,13/09/2024,cancelled,338.23
2398,112,11/01/2025,shipped,234.41
18275,5714,27/07/2025,returned,450.54
3613,9171,9/04/2024,returned,903.27
11506,5435,16/02/2025,completed,211.32
3420,6841,29/03/2024,returned,484.18
8118,7249,24/04/2024,shipped,395.96
4673,2683,21/03/2025,completed,498.28
9560,9777,13/09/2024,completed,500.19
19112,7456,24/04/2025,completed,674.06
17490,484,29/01/2024,returned,366.54
7965,9409,14/03/2024,cancelled,52.78
16377,7434,2/01/2024,returned,1449.36
17185,1792,22/10/2024,returned,1343.88
18458,3193,31/07/2025,cancelled,24.37
6536,1580,9/09/2024,shipped,38.54
2989,6235,5/11/2025,processing,2540.92
3492,96,25/02/2024,cancelled,102.28
13705,741,16/01/2025,returned,596.72
15446,7923,8/10/2025,returned,529.06
8714,7366,14/06/2025,cancelled,237.68
5591,3487,17/01/2025,shipped,62.99
19580,9414,13/03/2025,completed,208.34
10140,1043,26/05/2024,shipped,1971.77
6907,6437,7/06/2024,completed,37.14
11125,3431,17/09/2025,completed,20.77
7091,3777,12/11/2024,shipped,100.62
9502,6159,26/06/2024,shipped,263.28
748,4852,10/07/2025,processing,833.8
15710,327,13/07/2025,shipped,60.33
14871,9067,20/04/2024,cancelled,182.38
17787,2413,26/05/2024,cancelled,437.81
5102,3873,21/08/2024,shipped,767.11
13244,9679,12/01/2024,cancelled,68.43
8612,2644,31/01/2024,completed,738.47
15558,4269,29/04/2024,returned,234.8
2540,4882,22/05/2025,processing,367.9
15619,8917,16/03/2024,completed,116.92
8020,879,9/08/2024,processing,26.74
6375,4647,12/09/2025,processing,460.09
16821,5538,1/12/2024,completed,1.72
2885,5507,3/09/2024,cancelled,224.93
6389,3290,6/07/2025,processing,844.76
7297,8022,28/02/2024,returned,1607.73
5687,8466,30/07/2025,shipped,409.61
12437,7308,12/05/2024,returned,857.57
13634,8883,20/06/2025,processing,3529.45
18503,6680,18/05/2025,shipped,1224.42
8575,1967,20/02/2024,returned,206.7
11155,5967,17/12/2024,completed,84.48
11355,6324,21/05/2024,returned,452.52
14961,4488,9/12/2024,returned,553.57
7063,1782,24/08/2025,shipped,1431.77
1382,1247,23/10/2024,returned,1021.02
15133,4992,22/09/2024,returned,451.48
2750,6523,1/09/2024,completed,503.48
6251,5880,15/03/2024,cancelled,2070.54
18469,7025,25/07/2024,completed,254.58
399,8513,24/09/2025,returned,894.8
5788,5009,2/08/2024,processing,84.86
7109,2647,21/02/2024,returned,527.55
11108,3150,11/07/2024,cancelled,30.81
16525,3485,3/10/2024,cancelled,555.88
13411,5171,5/04/2025,processing,509.63
14456,9490,21/05/2024,returned,1020.72
13920,7282,23/05/2025,cancelled,467.3
628,153,10/03/2024,cancelled,782.61
1853,5751,6/02/2025,cancelled,71.29
12152,9295,8/03/2025,completed,1253.29
14815,999,23/03/2024,processing,226.48
1566,5921,24/06/2025,completed,6195.8
5393,5793,19/09/2025,returned,66.09
3473,5870,13/03/2024,completed,16.86
12491,5996,14/06/2024,shipped,131.76
5423,5590,25/09/2024,processing,647.68
4614,6765,30/05/2024,shipped,56.77
18415,9681,23/04/2025,completed,3893.18
13143,4275,29/07/2024,completed,441.17
18478,6586,1/09/2024,cancelled,1737.05
17919,4047,26/03/2025,completed,121.71
10973,9521,2/08/2024,cancelled,359.25
19734,1007,15/01/2024,shipped,359.28
6427,9449,10/11/2024,completed,64.82
6129,3365,26/02/2025,shipped,75.4
19020,4636,31/08/2024,completed,97.59
2893,5007,12/09/2024,returned,126.86
15931,9420,20/06/2024,cancelled,562.14
3011,4886,14/10/2025,processing,1304.01
15079,7528,18/01/2024,processing,7.76
10476,8901,24/07/2025,returned,768.36
236,687,19/03/2024,processing,5.35
1391,3923,7/05/2024,cancelled,198.86
19216,940,16/04/2025,processing,347.4
7336,3245,29/07/2025,shipped,993.13
5962,7704,4/06/2025,processing,495.12
4605,9706,24/10/2024,cancelled,81.18
14412,4563,3/09/2024,cancelled,191.36
6212,7882,19/05/2024,processing,703.22
7600,2069,28/08/2025,completed,1134.78
13949,2089,28/09/2024,completed,1640.19
12906,8771,14/09/2024,shipped,828.88
9404,2078,27/06/2024,processing,86.67
2443,3792,1/02/2025,completed,1.11
2245,8520,14/02/2025,cancelled,109.08
993,2006,9/01/2024,shipped,219.24
17485,1757,24/02/2024,processing,681.11
10077,385,24/01/2024,completed,50.2
13862,4816,29/03/2024,shipped,676.97
7754,464,21/09/2024,completed,699.31
16115,3866,4/10/2025,returned,20.4
19368,6188,25/12/2024,processing,472.13
8921,9485,27/02/2024,completed,100.24
13645,1077,19/12/2024,returned,283.47
8474,9871,19/03/2025,shipped,145.68
18983,5097,10/05/2025,returned,721.75
12571,645,23/02/2025,processing,49.97
16483,9409,15/01/2025,shipped,688.71
6170,157,16/12/2024,processing,83.98
18584,6102,12/10/2025,shipped,223.08
19815,3993,6/12/2024,completed,207.45
11405,545,16/05/2024,returned,33
7688,7731,9/07/2024,processing,41.68
2256,3145,13/11/2025,cancelled,823.44
17065,4298,19/01/2024,shipped,169.74
18850,7816,23/05/2024,completed,104.54
8384,4083,28/06/2025,completed,380.3
6477,3657,11/07/2025,returned,1162.39
10270,4627,24/10/2025,shipped,292.35
5905,2138,31/05/2025,processing,300.75
7897,3063,23/10/2024,returned,927.75
2077,1286,7/03/2025,cancelled,57.13
12161,803,6/05/2024,completed,72.33
4001,199,1/06/2024,returned,74.5
2763,9554,25/04/2024,shipped,1077.3
15196,7223,25/01/2025,processing,14.44
14423,6311,11/05/2025,completed,73.06
3742,2924,14/08/2024,returned,117.49
18431,5865,18/12/2024,cancelled,136.61
6474,7051,15/05/2024,completed,569.72
2109,120,27/05/2024,returned,116.26
13237,1829,25/11/2024,returned,43.01
11516,490,21/05/2024,processing,208.05
16069,8669,22/07/2024,processing,348.39
7541,1029,24/05/2025,completed,1968.38
911,6459,18/07/2025,processing,161.36
18146,5930,13/04/2025,processing,69.88
6953,6907,27/07/2024,shipped,210.99
5696,7394,15/08/2024,processing,61.39
14649,4183,4/05/2025,processing,738.47
8661,8532,20/05/2025,shipped,120.32
19804,7682,13/11/2024,cancelled,25.89
323,6255,9/04/2025,processing,917.02
17333,2496,19/07/2024,completed,2768.07
12442,7321,17/01/2024,cancelled,367.8
16033,2205,20/03/2025,returned,1461.94
3462,4961,22/06/2025,shipped,164.35
414,267,23/10/2025,cancelled,120.4
14438,8583,5/08/2024,shipped,263.8
6705,3782,12/04/2024,completed,329.44
12867,6100,6/01/2024,returned,501.68
2423,5454,23/10/2025,cancelled,445.36
19441,9598,14/12/2024,cancelled,45.01
15502,5169,10/03/2024,completed,5156.63
10898,3293,13/08/2024,returned,465.11
17564,1820,31/12/2024,returned,1398.73
4408,6421,18/09/2025,shipped,849.24
17075,3017,22/08/2025,cancelled,19.06
7905,5536,22/03/2025,processing,581.31
9716,620,10/11/2025,processing,151.47
11485,8139,7/06/2025,returned,1497.45
3366,1083,9/05/2024,cancelled,1431.42
17500,8397,25/01/2025,shipped,162.89
991,3681,25/08/2024,shipped,79.18
7876,1141,28/06/2024,completed,415.34
15495,2522,16/03/2025,completed,1089.54
3890,6787,18/08/2025,processing,2095.22
12911,7545,5/10/2024,cancelled,53.58
8560,3320,10/09/2024,shipped,152.88
13980,5515,9/08/2024,shipped,992.56
314,5797,19/02/2025,completed,54.83
16171,1066,29/07/2025,returned,149.26
10237,4204,8/05/2025,shipped,171.16
17771,1755,17/04/2024,completed,515.42
14225,5241,11/06/2024,returned,33.06
7393,6196,28/02/2025,returned,24.92
13946,8131,21/07/2024,returned,357.51
16960,125,27/05/2025,shipped,84.58
15580,3288,23/07/2024,cancelled,453.25
6685,7598,15/02/2024,processing,147.46
9312,98,2/07/2025,cancelled,574.59
6271,6250,30/10/2025,cancelled,154.05
13232,6092,10/07/2024,processing,238.53
4641,722,23/09/2025,returned,1631.68
2708,4977,20/09/2024,processing,604.08
17302,9887,17/05/2024,shipped,158.25
16231,5931,1/11/2024,processing,25.48
18243,2976,31/07/2024,processing,134.57
18226,3326,6/05/2024,shipped,6.52
3352,6874,13/07/2025,completed,2548.3
12472,7724,12/03/2024,cancelled,132.7
7636,6097,30/05/2025,processing,373.13
10572,4042,19/05/2024,shipped,119.07
18205,6501,16/01/2024,completed,431.12
1107,7977,6/05/2025,shipped,59.91
11742,3849,14/10/2024,cancelled,438.15
7287,3582,17/03/2025,cancelled,168.02
15095,7723,20/04/2025,returned,1050.46
9528,9655,3/10/2025,cancelled,327.61
3040,1490,17/06/2025,processing,392.46
15742,7712,23/12/2024,shipped,676.99
5909,3675,18/08/2024,completed,342.49
6840,5228,26/11/2024,completed,224.74
18530,4604,28/02/2025,processing,443.03
16102,6560,28/04/2024,shipped,351.79
17162,2935,15/02/2025,completed,299.27
14666,4735,23/05/2025,shipped,157.91
12059,8389,31/07/2025,returned,521.5
17280,4201,11/08/2025,cancelled,69.22
5847,8335,25/10/2024,processing,1775.66
7085,2417,22/06/2025,shipped,612.2
18958,8082,23/10/2025,completed,143.79
15806,210,27/02/2024,completed,2344.23
11158,3902,26/07/2024,shipped,101.57
7482,4625,28/09/2024,returned,393.93
2020,1138,16/08/2024,completed,706.95
5483,3844,20/06/2025,completed,337.6
8451,634,18/07/2024,completed,50.81
13769,5455,28/07/2024,completed,119.82
14598,2415,7/06/2024,cancelled,103.92
11704,4838,14/05/2025,completed,275.3
16288,1606,27/01/2025,completed,24.22
3182,682,13/04/2024,returned,66.7
13872,1109,29/08/2025,shipped,190.87
11126,8287,19/09/2024,returned,236.62
13291,5815,18/12/2024,cancelled,911.9
11579,9468,21/09/2025,processing,148.16
17523,1761,18/06/2024,cancelled,1250.89
12405,2447,10/08/2025,returned,121.59
16006,8166,19/08/2025,shipped,162.43
15998,7323,9/01/2025,completed,361.55
15460,3238,27/04/2024,returned,28.77
2492,2404,1/09/2024,processing,130.88
4473,1264,18/10/2025,cancelled,511.82
11637,1161,31/05/2024,completed,22.55
12222,7882,19/04/2024,completed,229.15
1142,6656,14/03/2025,cancelled,326.16
1078,7301,28/02/2024,completed,53.19
1064,291,12/03/2024,processing,415.34
8283,8338,30/03/2025,shipped,217.26
13629,331,12/07/2024,shipped,252.11
10082,8073,3/11/2025,shipped,1105.8
11253,4271,8/05/2024,cancelled,742.29
6817,909,5/08/2025,completed,189.63
8740,1881,28/02/2025,completed,110.71
15760,6494,17/02/2025,completed,183.75
132,2510,7/08/2024,returned,183.58
15513,1282,4/01/2024,processing,374.61
9927,5760,17/02/2025,returned,1891.78
10189,6498,15/03/2024,returned,786.4
1485,6899,26/06/2025,cancelled,47.82
8752,6268,14/05/2024,completed,1000.62
4385,372,5/05/2024,completed,598.07
7950,3172,3/09/2025,completed,355.28
6241,3228,3/03/2024,returned,1120.91
6291,2850,12/03/2025,returned,1837.89
13120,5586,3/11/2025,returned,344.32
15241,88,7/08/2024,cancelled,139.4
8410,5698,1/04/2025,shipped,1248.13
2895,5752,14/11/2025,completed,965.72
7163,738,3/02/2024,cancelled,67.51
7530,813,18/12/2024,cancelled,1366.44
10086,147,4/10/2025,cancelled,55.11
19766,2609,1/07/2025,completed,285.2
2302,3739,16/06/2025,returned,23.76
4445,2934,21/09/2024,processing,299.8
8393,5847,16/10/2025,shipped,163.08
16679,5044,17/02/2024,shipped,302.77
16547,7555,13/11/2025,returned,957.88
17330,9981,1/03/2025,returned,938.28
14364,8714,19/02/2024,shipped,344.22
7276,3445,25/02/2025,shipped,383.78
9231,1416,8/01/2024,returned,16.48
18592,9489,19/07/2025,cancelled,64.49
14474,3369,13/06/2024,processing,205.61
9778,5683,9/07/2025,shipped,474.18
19783,7005,21/06/2024,cancelled,56.31
19952,1754,29/06/2024,shipped,120.54
17566,2765,27/07/2025,cancelled,1610.83
19772,6972,28/10/2025,returned,2505.66
5939,60,23/04/2025,shipped,1110.9
16550,9371,24/07/2025,completed,2394.87
19840,9571,1/01/2025,processing,1577.42
7962,9068,3/05/2024,cancelled,260.48
14158,2865,13/02/2024,processing,14.84
10145,2434,17/07/2024,shipped,310.09
15689,4207,15/06/2025,processing,110.33
7099,8645,19/03/2024,shipped,1133.71
2846,1854,21/05/2025,shipped,3.69
16830,2181,4/04/2024,cancelled,188.8
8018,4944,3/06/2025,shipped,32.43
19057,4826,17/01/2024,completed,825.47
15511,3852,15/01/2024,completed,138.65
12229,6579,24/06/2024,completed,5.98
12735,6186,10/07/2024,returned,253.7
3389,4360,24/03/2024,completed,1424.38
2211,4033,27/06/2024,returned,1770.55
11444,779,14/07/2024,returned,829.37
17866,3280,27/07/2024,processing,31.98
11866,7804,26/06/2025,completed,388.46
3833,3617,1/04/2024,completed,605.83
3422,4812,28/08/2024,returned,965.42
4400,9030,8/02/2024,processing,328.8
6366,9190,10/01/2025,shipped,175.34
17754,6999,1/12/2024,cancelled,52.25
13387,8230,6/06/2025,processing,146.99
16401,758,26/09/2025,shipped,69.64
8555,4033,19/07/2025,completed,165.03
9366,684,30/10/2025,processing,107.47
5430,9356,4/06/2025,shipped,2148.22
19118,2076,30/06/2024,shipped,1908.06
10003,6993,9/04/2025,completed,85.2
11197,3161,24/07/2025,completed,115.22
17715,5218,5/05/2024,processing,295.88
5489,255,21/06/2025,completed,301.93
9761,484,5/04/2025,shipped,1535.4
17439,7200,19/06/2025,shipped,460.36
17970,7712,25/07/2025,cancelled,9.25
9842,2878,2/01/2024,shipped,297.78
9699,2350,20/03/2025,returned,89.07
14943,7756,14/02/2024,returned,2318.62
19843,7253,7/02/2025,cancelled,45.28
6308,3770,10/09/2024,cancelled,165.42
2886,1633,21/02/2024,processing,1259.5
3776,6830,13/08/2025,shipped,326
483,410,10/04/2024,processing,86.86
1450,6770,9/05/2025,processing,1416.3
10180,5224,17/06/2025,shipped,708.58
12399,841,23/10/2024,returned,462.58
16826,8504,20/08/2024,returned,18.62
3922,1715,30/11/2024,cancelled,122.71
1381,4273,7/05/2024,completed,223.08
18100,5173,31/10/2024,returned,1445.49
17241,5180,7/07/2024,cancelled,2667.94
38,4419,30/06/2025,shipped,1797.9
2419,6892,27/02/2025,cancelled,168
3619,6180,13/01/2025,processing,1040.44
18622,3948,7/07/2025,processing,1280.99
15571,3028,9/08/2024,completed,287.31
19697,6889,14/03/2024,returned,367.8
3024,7016,11/09/2024,cancelled,10.2
6262,3244,20/04/2025,processing,74.86
5103,1260,10/09/2024,shipped,88.97
10560,6100,18/06/2025,shipped,35.56
8909,2718,16/12/2024,shipped,814.3
11594,8380,7/08/2025,returned,1663.12
6369,6447,5/04/2025,cancelled,1738.13
17915,6397,31/07/2025,completed,84.65
14319,78,4/10/2025,completed,956.29
2128,3253,29/09/2024,returned,957.88
3557,7543,9/05/2024,cancelled,274.98
16493,8745,31/07/2025,processing,632.2
4801,4855,24/12/2024,shipped,303
2189,1120,24/08/2024,returned,1254.84
9447,9247,2/05/2025,cancelled,15.29
3085,6399,28/09/2024,returned,814.55
6754,7202,17/02/2024,returned,166.86
15353,4697,12/05/2025,shipped,10.35
5576,7251,16/08/2024,returned,23.92
9421,5636,8/10/2024,shipped,23.52
469,8966,25/04/2024,cancelled,369.8
14304,1540,12/01/2025,cancelled,146.68
19799,923,20/05/2024,processing,712.27
3946,8465,5/01/2025,shipped,1290.63
4636,185,8/02/2024,cancelled,1060.45
10801,9970,8/02/2025,cancelled,363.12
5644,2864,19/03/2025,processing,472.81
1575,1713,25/05/2024,shipped,170.12
1166,6740,7/07/2025,returned,170.15
4403,819,6/02/2024,cancelled,192.42
8673,6075,11/08/2025,processing,23.79
3708,6918,13/03/2024,processing,47.35
7237,8610,12/09/2024,shipped,2179.23
14631,5314,25/10/2025,returned,13.85
362,4400,6/06/2025,cancelled,1932.49
4814,5711,3/02/2024,processing,200.43
5916,9335,8/03/2024,cancelled,1421.85
9264,9714,20/12/2024,shipped,20.18
6820,7538,22/06/2024,processing,1095.28
14925,9987,30/05/2025,cancelled,2476.69
881,8013,6/08/2025,cancelled,703.07
10138,9391,20/02/2025,processing,263.88
16862,3757,16/07/2024,processing,449.13
2297,9086,19/04/2024,returned,1834.97
7998,417,29/04/2025,cancelled,888.34
13157,82,25/06/2025,completed,2302.94
19569,3554,14/01/2024,shipped,203.21
14016,8912,5/11/2024,processing,974.35
299,7773,1/02/2025,shipped,101.71
2498,5880,2/02/2024,shipped,1202.77
14018,376,11/08/2025,shipped,1355.37
11006,6467,31/07/2024,returned,175.83
12558,8519,26/06/2025,returned,420.35
156,4571,8/07/2024,returned,32.48
17914,8123,3/09/2024,returned,1074.62
15116,570,28/05/2024,cancelled,295.06
10730,6166,1/03/2024,shipped,797.84
17707,1719,13/05/2025,completed,181.71
8044,3064,18/01/2024,shipped,1177.91
11747,3883,9/04/2025,cancelled,307.53
12395,4708,22/08/2024,processing,1223.44
9483,7271,15/06/2024,returned,468.93
13229,5482,4/09/2025,completed,540.33
13685,5892,30/11/2024,shipped,145.48
19967,9876,26/04/2025,shipped,152.49
1160,5155,20/09/2025,returned,50.52
15704,6527,10/06/2024,completed,2570.35
16706,234,11/05/2024,completed,842.76
8732,5644,6/04/2024,returned,364.81
6980,9494,1/05/2025,completed,254.67
19457,3332,8/06/2024,returned,115.92
9510,1005,22/05/2025,shipped,37.23
18726,8290,4/11/2025,shipped,1651.24
2343,6810,15/10/2024,completed,1181.36
18883,7346,2/06/2025,cancelled,959.45
5983,6618,3/02/2025,processing,270.48
4882,4595,8/01/2025,cancelled,683.85
8257,4416,30/08/2025,completed,203.17
2480,7192,6/04/2025,shipped,152.36
9836,7901,4/05/2024,returned,244.36
9234,2881,2/03/2024,returned,213.84
5598,1948,6/11/2024,returned,630.18
526,2359,12/01/2025,cancelled,53.57
5420,4716,16/10/2025,processing,473.07
11227,5398,13/04/2025,completed,299.45
7072,9848,28/02/2025,shipped,667.82
14329,312,11/03/2024,shipped,188.32
17949,8360,20/06/2025,returned,277.1
7112,2503,13/07/2024,processing,84.37
