eventid,userid,productid,eventtype,eventtime
33978,1392,1238,view,8/11/2024
67275,3970,1940,view,8/10/2024
75688,5273,1804,cart,14/12/2024
17243,2080,1946,wishlist,29/05/2024
77279,8742,634,view,29/01/2024
11795,3092,1905,cart,20/05/2024
44665,7962,156,cart,25/03/2025
27935,8258,1739,view,6/04/2024
30961,8649,1311,view,19/05/2024
59997,8188,1820,view,3/02/2025
62200,471,1183,view,14/08/2024
66440,5494,1686,view,23/02/2025
78408,5781,626,view,19/11/2024
54900,5874,1580,purchase,8/07/2025
68693,5333,1755,purchase,25/08/2025
1656,8104,283,view,29/03/2025
65664,1217,1469,view,4/11/2025
58139,7441,1828,cart,22/04/2025
7349,4624,1248,view,2/05/2024
76062,3766,742,view,9/06/2024
19931,4824,1127,cart,28/09/2024
20261,4294,1100,cart,17/05/2025
35645,1975,1725,view,27/05/2025
40642,1787,747,view,11/01/2024
43301,173,1846,view,19/11/2024
66123,7646,197,view,9/12/2024
72293,3657,307,view,23/12/2024
50393,3494,229,cart,20/10/2025
16943,675,670,wishlist,28/05/2024
62193,2730,481,wishlist,1/04/2024
2963,5505,1892,view,9/01/2025
16442,1067,16,view,22/12/2024
21194,8333,1026,view,30/11/2024
30805,2882,454,cart,11/10/2024
21630,3988,45,view,27/02/2025
42339,80,1891,view,7/08/2025
52802,6650,1493,view,5/02/2024
52506,8631,920,cart,25/01/2024
34953,4853,1554,wishlist,19/05/2025
21800,6016,1475,view,13/10/2024
44522,584,1417,view,9/02/2025
13799,5045,774,wishlist,8/11/2024
13973,1276,1983,view,30/01/2025
18801,5469,950,view,7/06/2024
53220,6661,1980,view,19/01/2025
75064,3273,1924,view,1/09/2025
79558,4167,68,view,18/09/2025
67909,7893,1270,purchase,10/05/2025
9520,2546,1497,view,21/01/2024
43954,6421,187,view,20/03/2025
54707,6920,425,view,9/08/2024
27021,5316,709,cart,28/08/2024
1246,4347,1047,view,23/10/2024
69635,5691,681,view,28/06/2024
61123,5481,1182,wishlist,7/08/2025
33129,2285,1244,view,9/04/2024
45962,8720,448,view,14/06/2025
46741,2204,1413,view,29/03/2025
58132,596,279,view,27/01/2024
60258,2938,561,view,13/01/2024
13268,4965,642,cart,22/10/2025
79162,8208,606,wishlist,24/04/2024
69662,9902,995,purchase,29/07/2025
35552,1405,1766,view,9/03/2025
46130,7355,916,view,4/06/2024
51129,9184,145,view,8/11/2025
58189,7163,205,view,22/03/2025
59652,4086,506,view,7/01/2025
75717,8273,648,view,29/09/2025
31326,4882,867,wishlist,1/11/2024
13514,4190,1574,view,26/06/2024
21213,4560,1848,view,23/02/2024
40486,4035,259,view,30/01/2024
75774,6652,1264,view,21/01/2024
20767,2221,25,wishlist,16/12/2024
12446,7363,1157,purchase,10/03/2024
62101,8796,780,view,4/06/2024
24561,7867,1361,wishlist,23/03/2024
25818,3964,1271,wishlist,24/09/2025
39718,5227,125,view,8/10/2024
44471,2747,1223,view,20/09/2025
54176,9144,651,view,28/01/2024
55272,1356,1234,view,10/05/2025
76399,4833,349,view,10/01/2025
30390,5523,1539,cart,9/02/2025
25352,729,70,wishlist,15/03/2024
7853,3291,1161,view,25/03/2024
15769,6094,1614,view,13/07/2025
12794,241,1928,wishlist,30/11/2024
31640,8367,370,view,6/09/2024
39274,9366,74,view,2/10/2025
41434,8143,1235,view,26/07/2024
63573,4707,297,purchase,25/03/2025
8085,1917,976,view,13/07/2025
26072,530,747,view,13/02/2025
40064,5649,342,view,19/07/2024
44079,4191,263,view,28/11/2024
72918,509,521,view,8/10/2024
45239,1060,289,cart,13/11/2025
46179,8386,419,cart,7/01/2025
11673,5381,412,view,20/05/2025
42597,5875,1993,view,26/10/2025
44739,3243,1297,view,12/03/2024
78851,1115,1900,view,15/08/2025
5482,613,1415,view,15/02/2024
19803,9548,1487,wishlist,12/09/2024
28366,7953,20,wishlist,29/10/2024
42675,9249,728,view,31/12/2024
59613,4388,509,view,18/03/2024
37768,7506,1853,view,15/10/2024
56005,7284,1087,view,14/11/2025
18201,3545,1966,wishlist,9/01/2025
19006,4097,82,view,12/01/2024
26629,9054,1951,view,11/04/2024
29518,8567,695,view,26/10/2024
38550,1885,1840,view,19/03/2024
16548,502,1348,cart,15/09/2025
47525,303,744,view,11/02/2025
60575,2696,1268,view,9/07/2024
71416,9109,880,view,21/11/2024
74574,9229,1524,view,24/02/2024
2902,709,1495,cart,4/06/2024
61094,7550,852,cart,29/02/2024
26658,8266,283,wishlist,20/08/2025
39592,356,43,purchase,30/06/2024
73499,8276,958,purchase,11/12/2024
53112,477,1734,view,23/08/2025
11076,7845,1556,cart,8/10/2024
54298,8049,350,cart,26/07/2025
7696,4471,1264,wishlist,19/08/2025
29125,2482,48,view,14/10/2025
51480,2910,97,view,15/08/2024
29866,4389,85,view,29/01/2024
32368,7504,1479,view,12/02/2025
34548,1429,958,view,7/02/2024
61832,2337,1155,view,25/06/2024
64125,6993,1977,view,1/04/2025
3627,373,1417,view,8/05/2024
38466,2290,974,view,25/02/2025
57270,7605,516,view,15/04/2024
55075,1677,759,cart,12/01/2025
8752,1856,1309,wishlist,14/10/2025
21583,6795,709,purchase,22/10/2024
47609,8711,1330,view,8/06/2024
53594,6597,421,view,24/04/2024
20135,8108,341,cart,25/05/2025
952,4687,620,wishlist,26/07/2024
2735,2651,602,view,24/12/2024
19568,3629,590,view,22/01/2024
4446,3261,264,view,2/04/2024
51748,9743,1335,view,17/09/2025
55324,8314,1529,view,20/05/2024
59263,3192,1847,view,4/01/2024
30905,8610,131,cart,14/05/2024
32003,9389,1548,view,29/03/2024
47034,6239,817,view,23/02/2025
56631,5815,715,view,14/11/2024
78439,5177,1017,view,28/01/2025
18019,85,572,cart,8/11/2025
25120,2195,689,cart,17/03/2025
59009,5013,87,cart,18/06/2025
79793,1552,179,wishlist,23/05/2025
25331,8166,1716,view,7/04/2024
37733,5522,1289,view,26/02/2025
47529,7943,129,view,29/05/2025
65150,841,1551,view,17/09/2025
67638,226,382,view,6/07/2025
75281,6320,47,view,16/09/2025
23856,4997,914,cart,12/03/2024
15524,6309,829,wishlist,2/07/2025
25366,8987,1593,view,6/07/2025
57674,8141,1549,view,23/09/2024
26819,7044,1177,cart,12/10/2025
3340,7146,1309,view,26/10/2024
18163,6139,512,view,20/01/2024
28274,8647,1793,view,25/02/2025
71989,9027,1826,view,1/06/2024
12217,1544,1953,cart,30/04/2025
51551,4171,782,cart,28/02/2024
53245,2103,564,cart,28/01/2024
343,8564,1729,view,3/01/2025
19732,8143,921,view,1/06/2024
27193,6910,679,view,27/10/2024
59963,9080,1470,view,21/10/2024
21180,4704,1115,cart,17/05/2024
65828,3456,1362,cart,28/04/2025
49521,7183,452,view,17/03/2024
72902,415,712,view,22/04/2024
21725,4980,342,purchase,19/09/2025
51768,5272,1499,purchase,26/05/2025
11283,4785,131,view,26/12/2024
76320,4824,1173,view,30/05/2025
78748,8662,608,view,22/07/2024
75012,5409,1006,view,6/09/2024
42287,7001,1758,cart,21/02/2025
23468,4323,1737,purchase,26/05/2025
48331,947,1383,view,11/03/2025
48641,1214,955,view,29/05/2024
48888,3851,850,view,3/03/2025
57818,673,791,view,5/11/2025
63197,1092,1754,view,6/12/2024
4353,3001,783,view,16/02/2025
32265,9596,416,view,3/11/2024
47110,2033,1380,view,13/10/2024
51418,2633,1162,view,19/01/2024
78168,9987,1806,cart,4/05/2024
2091,5993,1514,view,3/11/2024
19177,1133,1224,view,21/03/2024
59924,9048,493,view,9/05/2024
61346,872,1188,view,14/02/2024
65943,2908,339,view,12/07/2024
73951,2456,121,view,2/04/2025
16326,166,1059,view,3/03/2025
27309,401,1541,view,7/11/2025
41928,245,1862,view,7/10/2024
67272,7628,1733,view,26/09/2025
69835,8074,683,view,17/01/2024
13355,7683,280,cart,17/10/2024
25451,2151,1789,cart,10/06/2025
66692,899,577,cart,28/04/2024
3251,964,70,view,22/02/2024
4940,8191,1358,view,4/03/2025
8279,4147,818,view,11/08/2025
30367,9094,1140,view,15/06/2024
46255,7761,1405,view,18/07/2024
53194,8732,729,view,10/09/2024
15136,181,1822,wishlist,11/08/2025
20784,1505,175,wishlist,18/11/2024
3591,1540,1699,view,20/09/2025
3873,308,90,view,9/02/2024
26661,5289,724,view,25/08/2025
42592,7638,1777,view,20/07/2025
43955,1082,1440,view,1/10/2024
65094,9263,773,view,31/10/2025
17857,2600,828,cart,29/08/2024
14171,2711,744,view,13/12/2024
21755,685,370,view,4/07/2024
23797,8613,432,view,18/12/2024
36776,1581,638,view,26/05/2024
70181,2059,1048,view,15/08/2025
71409,9639,1783,view,4/01/2025
79754,4398,548,view,28/12/2024
50101,8985,1119,cart,20/06/2025
66302,2925,202,wishlist,14/01/2024
17248,5928,1629,view,24/02/2025
19992,7090,1539,view,26/12/2024
37969,617,456,view,29/09/2024
38471,9953,1310,view,28/08/2024
41605,2211,1562,view,9/07/2024
57684,7389,1878,view,14/02/2025
16716,6022,1944,purchase,23/07/2025
1869,5050,673,view,23/03/2025
5585,4394,1129,view,5/06/2024
29169,5152,451,view,4/10/2024
77025,958,52,view,17/04/2024
58377,3528,170,wishlist,30/09/2025
11986,4901,766,view,16/05/2025
21410,3141,116,view,31/08/2024
23453,9308,1988,view,5/08/2025
32573,6998,1051,view,16/11/2024
73583,5464,935,view,24/10/2025
55201,3329,1139,cart,17/07/2024
17872,8004,1507,wishlist,25/10/2024
7594,1398,50,view,25/09/2025
21271,7029,1057,cart,24/02/2025
56371,4277,451,cart,9/01/2025
15466,2692,1634,wishlist,29/07/2024
23623,9589,1261,purchase,2/05/2025
42515,6759,1433,view,23/12/2024
55396,6267,745,view,7/01/2025
57020,4154,63,view,19/04/2024
73346,1702,1837,view,2/07/2024
59102,4835,1161,cart,15/03/2024
26009,860,644,view,5/02/2024
64409,8447,484,purchase,16/07/2025
34968,1082,1313,view,12/02/2025
58855,4591,607,view,22/07/2025
59600,3499,1322,view,20/08/2024
71465,7142,11,view,10/11/2025
12718,2311,808,cart,5/11/2025
271,1098,1635,view,24/07/2024
15654,577,1368,view,15/06/2024
21942,3847,542,view,8/10/2024
28906,9786,1088,view,28/12/2024
68126,1411,663,view,29/09/2024
10793,4975,1193,cart,3/07/2024
1400,9351,1458,view,24/12/2024
1876,4511,1233,view,5/03/2025
26096,7130,1914,view,25/07/2024
26247,7753,1688,view,19/04/2024
45778,2687,1616,view,23/02/2024
55910,7357,46,view,18/03/2024
61047,8873,456,view,31/01/2024
5700,7663,845,view,24/11/2024
21130,6671,876,view,13/11/2025
79120,9043,427,cart,23/08/2025
16824,5686,296,wishlist,21/03/2025
14390,6765,1217,view,23/07/2024
15473,2682,1273,view,20/05/2024
70264,7009,392,view,15/03/2025
13872,8636,840,view,19/02/2024
20918,8700,1419,view,25/08/2025
2060,7431,546,view,24/09/2024
4049,3658,1652,view,10/02/2024
15880,7010,1801,view,25/05/2025
26116,6931,1754,view,26/05/2025
42780,2723,1280,view,20/02/2025
15106,7621,1498,wishlist,22/11/2024
69354,9479,280,wishlist,27/10/2024
6814,6378,296,purchase,13/05/2024
24383,5361,1751,view,29/08/2025
23672,9685,1787,cart,18/06/2025
57658,640,1392,wishlist,13/03/2025
41418,8365,1084,view,10/09/2024
57630,6575,250,view,11/05/2024
72744,5992,1037,view,25/06/2024
59413,5963,103,wishlist,28/10/2025
16488,6404,1453,view,26/06/2025
33097,591,763,view,1/03/2024
65199,2299,389,view,10/11/2025
68000,3308,1442,view,2/11/2025
8375,3152,1812,view,4/08/2025
21109,5320,223,view,26/06/2024
30383,5828,89,view,25/01/2024
53089,6857,92,view,3/07/2025
33010,3602,247,view,23/07/2024
62401,9345,1868,view,9/09/2024
66306,645,1062,view,29/09/2024
76241,5946,1886,view,13/07/2025
9147,4380,1959,view,24/08/2025
12588,3756,1796,view,4/05/2025
30522,4387,265,view,21/02/2025
7058,4124,1198,view,24/10/2025
12999,6226,1554,view,22/10/2024
13729,7373,122,view,25/03/2025
37330,1449,1406,view,10/02/2025
49091,294,666,view,1/08/2025
10740,279,1436,view,8/10/2024
56980,1100,529,view,15/12/2024
78743,7270,552,view,23/03/2025
26638,9612,1413,wishlist,4/06/2025
13277,7448,94,view,12/05/2024
23639,4022,423,view,11/06/2024
24726,5355,662,view,4/08/2025
41734,8221,226,cart,29/12/2024
44148,6115,583,view,3/10/2025
57839,9371,898,view,7/01/2024
72642,7806,1902,view,26/10/2025
15491,2648,667,cart,14/08/2025
23973,8642,102,view,31/08/2025
42590,9126,1615,view,26/11/2024
45925,7943,793,view,7/08/2025
51758,6344,721,view,10/06/2024
56296,1387,270,view,11/07/2024
67129,7494,820,view,14/05/2025
70153,1871,250,view,24/05/2024
57611,79,516,cart,6/08/2024
66403,1947,421,cart,11/12/2024
10319,7494,1021,view,20/04/2025
34156,4760,1230,view,13/03/2025
5329,1037,199,cart,28/10/2025
11783,5827,1290,view,7/02/2025
31690,2912,1229,view,12/08/2024
36925,4515,181,view,6/01/2024
44299,7057,1233,view,26/01/2025
67726,7665,1707,view,25/11/2024
73264,9750,537,view,13/07/2025
7135,5859,810,view,4/01/2024
20423,6079,954,view,23/03/2025
77043,4709,221,view,28/03/2025
21792,2510,1148,cart,24/12/2024
7117,3467,260,wishlist,5/03/2024
25533,576,59,view,23/03/2025
35776,4618,1593,view,18/10/2024
43302,1436,483,cart,20/06/2025
64226,1021,1637,cart,9/02/2025
75658,1306,207,wishlist,23/03/2025
28664,3429,914,view,24/01/2024
49834,2752,442,view,14/11/2025
60232,8779,1355,view,30/03/2025
68339,4380,255,view,16/02/2025
20760,8184,1807,cart,23/09/2025
37814,2860,1637,cart,5/10/2025
14418,7885,1238,view,17/11/2024
24229,3266,737,view,19/07/2025
35192,8991,434,view,2/01/2025
60723,7480,264,view,13/09/2025
62266,2448,746,view,20/09/2024
23324,2966,967,cart,23/09/2025
33312,3057,1397,wishlist,29/07/2024
43870,3643,1700,wishlist,17/07/2024
16399,5167,476,purchase,29/09/2025
9835,6572,1396,view,21/05/2024
22915,7941,1828,view,18/05/2024
65371,3989,341,view,30/04/2024
21038,3530,430,cart,23/01/2025
55960,4860,1884,wishlist,19/10/2025
386,1665,1507,view,28/09/2025
19346,1273,1612,view,14/05/2025
36899,3055,4,view,23/07/2025
42089,3200,46,view,15/04/2024
50380,2022,457,view,15/06/2024
79412,6674,1610,cart,30/08/2024
38394,9292,550,view,1/05/2024
49206,5156,1562,view,26/01/2025
50197,1037,1941,view,5/03/2024
22293,1200,749,wishlist,27/12/2024
21625,1017,197,purchase,3/05/2025
53610,7341,413,view,22/09/2025
54255,4347,937,view,1/11/2025
60595,1360,855,view,2/07/2025
65931,8319,1209,view,15/07/2025
32264,1436,817,cart,20/07/2024
59037,2826,448,wishlist,27/09/2024
2968,6905,1377,view,13/07/2025
30647,4936,1275,view,19/03/2024
71845,4129,950,view,10/05/2025
73783,983,1161,view,30/10/2024
36149,8197,1932,cart,31/08/2024
51950,827,666,purchase,15/05/2024
7631,2367,1591,view,23/07/2024
21993,4125,1162,view,20/04/2024
36077,2080,1081,view,8/08/2025
37696,7959,847,view,22/08/2024
44554,5151,29,view,21/05/2025
51851,6571,523,cart,27/10/2025
26212,3239,1003,wishlist,23/09/2024
1320,1680,1299,view,12/02/2025
9005,2604,413,view,14/03/2025
16659,5731,473,view,3/04/2025
78580,9807,656,purchase,11/04/2024
22803,2676,1312,view,16/08/2025
26570,8616,860,view,21/02/2024
33313,8494,1930,view,16/01/2025
36250,5573,1850,view,11/12/2024
42859,8381,1722,view,29/08/2025
60502,1464,771,view,9/06/2025
69309,929,925,view,22/09/2024
54019,5442,1450,cart,24/10/2025
70438,8301,570,cart,11/07/2024
40575,6035,1149,wishlist,24/11/2024
14781,804,1338,view,7/12/2024
41751,4426,1390,view,18/08/2024
71350,6527,188,view,1/02/2025
17226,1053,1373,cart,20/05/2025
18428,5285,1582,cart,25/09/2025
64520,7900,1653,cart,28/05/2025
9819,9180,1323,wishlist,29/08/2024
34308,8275,362,view,29/04/2025
48147,1303,610,view,15/04/2025
49790,6411,1178,view,29/05/2025
75944,1121,84,view,18/10/2024
79908,748,580,view,18/10/2024
62716,5948,1306,cart,17/02/2025
51274,5104,366,purchase,20/05/2024
9234,4131,1302,view,17/03/2024
22690,1470,779,view,31/01/2025
42410,5392,1217,view,13/12/2024
44199,7066,1545,view,11/06/2024
45629,389,1021,view,8/07/2025
55266,5589,31,view,22/02/2025
38230,198,1791,view,16/11/2024
53020,6677,262,view,2/04/2024
64980,9735,293,view,22/02/2024
11709,8094,1539,view,17/02/2024
36076,2258,413,view,23/06/2025
77168,386,1769,view,13/08/2024
42762,7238,1270,wishlist,5/08/2025
28806,9773,310,view,6/10/2024
42037,1046,1496,view,2/11/2024
78534,3934,617,wishlist,7/07/2024
75700,1889,1192,view,20/03/2025
23704,8360,1876,cart,12/01/2025
54571,5733,219,cart,19/04/2024
46431,140,1959,purchase,23/04/2025
16116,6285,145,view,1/04/2025
62090,739,947,view,14/12/2024
32078,1359,1683,cart,27/08/2024
78208,3428,659,purchase,16/08/2025
1158,5052,908,view,21/02/2025
16524,3749,1298,view,3/09/2024
22041,6802,439,view,17/10/2024
40395,8687,1253,view,7/08/2025
40971,441,1674,view,16/05/2024
50479,6924,851,wishlist,27/11/2024
2256,8092,617,view,14/08/2024
24607,7907,591,view,7/05/2024
66695,614,987,view,30/04/2025
49342,1123,138,cart,19/03/2024
66672,1606,1521,cart,1/04/2025
42371,9182,1384,wishlist,5/11/2024
4066,878,1641,view,30/10/2024
21562,8065,1131,view,2/01/2024
53049,6215,680,view,13/02/2025
78592,9844,1874,view,21/11/2024
49239,1932,1804,purchase,25/05/2024
55966,6633,1711,purchase,1/09/2024
8899,1555,121,view,27/10/2024
17681,823,1636,view,16/10/2025
74561,6543,1935,view,7/01/2025
19981,6670,1048,view,14/07/2024
45859,3473,1094,view,29/01/2025
46688,4584,569,view,14/09/2024
47364,9679,572,view,3/05/2024
17135,5261,939,cart,7/10/2025
55827,9047,729,view,7/11/2024
56149,3529,905,view,6/09/2025
70398,4928,1975,view,13/03/2025
47087,7508,1830,view,9/05/2024
55550,1068,692,view,6/11/2025
62174,5222,459,view,25/02/2025
66220,8759,924,view,5/10/2025
69106,3142,424,view,23/02/2024
2984,199,391,view,26/10/2024
65744,2044,1449,view,17/05/2025
66863,3797,1105,view,5/05/2025
11049,1745,1368,cart,23/05/2025
38678,4512,906,cart,3/01/2024
17651,1147,1790,wishlist,21/10/2025
9162,4258,523,purchase,1/10/2024
24400,2948,463,view,19/07/2025
29469,1036,1964,view,5/06/2024
46186,1635,1434,view,27/02/2024
2480,3377,903,wishlist,1/04/2024
46643,855,1964,view,6/07/2025
55195,3158,1688,view,20/05/2024
38816,6942,1540,cart,15/07/2025
44961,1688,1843,cart,6/02/2024
38156,8502,1221,view,28/02/2025
41613,2956,137,view,4/05/2025
47422,3677,1516,view,22/11/2024
48472,6412,1574,view,17/08/2025
56461,7330,763,view,11/09/2024
74729,4723,1403,view,18/01/2024
31556,9082,225,wishlist,27/05/2024
5737,5840,1269,view,27/05/2025
39108,2368,312,view,30/05/2025
71535,3923,1248,view,8/04/2024
40539,4276,1240,cart,21/10/2024
76783,3422,397,cart,14/08/2025
41426,312,317,view,19/11/2024
71087,7679,626,view,4/05/2025
77793,2441,1218,view,11/11/2025
46174,496,859,cart,8/08/2024
22510,7001,380,view,12/03/2025
33402,3981,674,view,4/01/2024
35685,9221,1044,view,3/05/2024
44955,3382,557,view,11/09/2025
48017,4030,952,view,26/12/2024
55756,5724,1899,cart,16/05/2024
27004,1765,503,wishlist,31/03/2025
35680,7128,360,wishlist,3/05/2024
43920,233,466,wishlist,22/03/2024
64377,377,329,wishlist,19/04/2024
23061,8123,1031,view,28/05/2024
30506,4561,910,view,6/03/2025
30566,3849,939,view,3/01/2025
50607,8649,1348,view,19/03/2024
78902,5664,1060,view,29/01/2024
10323,6061,227,view,7/05/2024
28563,9254,247,view,19/11/2024
47201,1330,1423,view,21/02/2024
64701,3988,1248,view,14/01/2025
66500,2414,732,view,11/11/2025
20333,739,1860,cart,8/09/2025
40672,6967,1523,cart,8/02/2024
56799,3487,253,wishlist,19/06/2025
2639,6576,124,purchase,7/09/2024
10887,9918,351,view,20/10/2025
33329,8182,622,view,2/11/2024
49814,6580,1257,view,15/02/2025
58355,1228,796,view,30/12/2024
52382,1603,1065,wishlist,12/11/2025
18721,6557,713,view,3/04/2025
19002,9131,146,view,20/11/2024
21674,4462,331,view,22/06/2024
34327,1763,1250,view,15/04/2025
68830,1134,1509,view,29/08/2025
32700,867,1786,wishlist,21/01/2024
16508,2136,1238,view,1/02/2024
41024,5945,515,view,12/04/2025
43099,802,1320,view,3/07/2024
23660,7014,1251,cart,7/12/2024
32296,4115,1980,wishlist,13/07/2025
41989,9210,627,wishlist,8/05/2025
9181,2839,843,view,19/01/2024
33657,9099,327,view,6/04/2024
31451,9815,1790,wishlist,1/05/2025
1615,3516,687,view,30/10/2025
11893,4999,1382,view,22/06/2025
14448,7838,1513,view,9/11/2025
20263,4972,866,view,4/12/2024
31563,4649,913,view,4/03/2024
44082,5101,1556,view,8/05/2024
44557,1786,375,wishlist,13/10/2025
28157,2005,1805,purchase,20/01/2025
30328,9434,261,view,24/01/2024
36802,2097,397,view,20/05/2024
37382,6884,688,view,6/03/2025
39652,7397,1544,view,5/04/2025
40641,9797,1052,view,24/04/2024
46650,2481,612,view,26/01/2025
56526,1783,584,view,6/06/2025
64565,7011,928,view,5/04/2025
